Bn;Un;Ln;Cn;Dn;Dn-Cn;n;k
493;32447;7;1050662;1296770;246108;88000;46;
285;32352;7;1072980;1287211;214231;88000;47;
772;32404;7;1046835;1399674;352839;88000;48;
468;32273;8;923652;1349210;425558;88000;49;
100;32889;7;1014266;1486595;472329;89000;0;
199;32804;8;998210;1162294;164084;89000;1;
426;32709;7;980702;1239968;259266;89000;2;
122;32796;7;963302;1203977;240675;89000;3;
218;32899;8;945289;1240502;295213;89000;4;
520;32795;7;1015547;1145362;129815;89000;5;
431;32659;8;1097995;1285161;187166;89000;6;
528;32730;8;1010213;1188132;177919;89000;7;
830;32717;7;1098150;1329774;231624;89000;8;
316;32897;8;1107020;1163431;56411;89000;9;
36;32734;7;1092434;1109497;17063;89000;10;
465;32603;8;964495;1304541;340046;89000;11;
251;32596;8;964678;1299521;334843;89000;12;
816;32712;8;869317;1279461;410144;89000;13;
218;32712;8;1075659;1384957;309298;89000;14;
349;32786;8;1367159;1705096;337937;89000;15;
28;32665;8;1011943;1164732;152789;89000;16;
508;32752;9;983578;1244980;261402;89000;17;
156;32717;7;1115428;1183694;68266;89000;18;
518;32785;8;1125957;1350405;224448;89000;19;
392;32679;8;1459294;1575852;116558;89000;20;
438;32626;7;1069433;1319294;249861;89000;21;
731;32856;9;949374;1165974;216600;89000;22;
44;32753;7;1020461;1230620;210159;89000;23;
240;32850;8;1078722;1228930;150208;89000;24;
322;32650;8;964664;1243722;279058;89000;25;
197;32552;7;1028829;1123652;94823;89000;26;
325;32720;7;1212647;1349491;136844;89000;27;
152;32810;7;970843;1181283;210440;89000;28;
339;32783;7;997556;1368863;371307;89000;29;
458;32680;7;966753;1511007;544254;89000;30;
211;32724;8;970365;1168917;198552;89000;31;
506;32976;8;948417;1331343;382926;89000;32;
236;32831;8;1124703;1224590;99887;89000;33;
482;32700;8;1107486;1329640;222154;89000;34;
302;32821;8;1307479;1639772;332293;89000;35;
468;32753;8;1150689;1478469;327780;89000;36;
327;32805;7;1095900;1451948;356048;89000;37;
251;32790;7;980062;1090844;110782;89000;38;
342;32884;7;878493;1264693;386200;89000;39;
147;32654;8;1003312;1485309;481997;89000;40;
244;32642;8;1190046;1295637;105591;89000;41;
542;32638;8;1027764;1302672;274908;89000;42;
224;32756;7;1095697;1169781;74084;89000;43;
553;32737;7;1113181;1284818;171637;89000;44;
479;32714;7;993805;1250360;256555;89000;45;
750;32511;8;954241;1246080;291839;89000;46;
260;32543;8;978048;1187022;208974;89000;47;
236;32717;7;1202198;1287178;84980;89000;48;
409;32698;9;880294;1216513;336219;89000;49;
290;33020;8;1088443;1359867;271424;90000;0;
386;33146;7;873656;1214383;340727;90000;1;
346;33150;8;1046628;1404641;358013;90000;2;
600;33161;10;1154956;1482079;327123;90000;3;
163;33022;7;896415;1356735;460320;90000;4;
587;33179;8;980393;1249083;268690;90000;5;
343;33167;8;1020163;1176038;155875;90000;6;
445;33068;7;1205859;1408142;202283;90000;7;
497;33148;8;1037995;1207392;169397;90000;8;
242;33016;7;980495;1123458;142963;90000;9;
103;33002;7;929068;1252569;323501;90000;10;
357;33129;8;1112273;1333401;221128;90000;11;
577;33017;8;1083136;1242132;158996;90000;12;
571;33162;7;992615;1303787;311172;90000;13;
684;32989;7;997264;1439391;442127;90000;14;
146;33230;8;1145543;1362457;216914;90000;15;
218;33271;7;973802;1269160;295358;90000;16;
521;33310;8;1161484;1469693;308209;90000;17;
109;33083;9;1013718;1117814;104096;90000;18;
107;33124;9;981373;1406146;424773;90000;19;
710;33023;7;1092695;1272633;179938;90000;20;
314;33092;8;1101691;1202897;101206;90000;21;
308;33159;7;1049323;1393152;343829;90000;22;
143;33054;8;1076548;1226027;149479;90000;23;
239;33218;8;999098;1264544;265446;90000;24;
734;33104;7;1138864;1226584;87720;90000;25;
229;32988;7;1100272;1278031;177759;90000;26;
637;33119;7;1086717;1181409;94692;90000;27;
246;32885;7;1100586;1261644;161058;90000;28;
283;32987;9;1120106;1425683;305577;90000;29;
822;32985;8;1073585;1286250;212665;90000;30;
733;33067;8;1139854;1457211;317357;90000;31;
329;33144;8;1163893;1489572;325679;90000;32;
279;33164;7;1070669;1390660;319991;90000;33;
356;33137;7;1014387;1237413;223026;90000;34;
429;33062;8;1091218;1646055;554837;90000;35;
402;33173;7;963422;1320129;356707;90000;36;
579;33216;8;964885;1273502;308617;90000;37;
405;33169;8;940121;1066927;126806;90000;38;
497;33036;8;1223833;1378289;154456;90000;39;
377;32999;8;1380944;1423471;42527;90000;40;
148;33132;7;1184150;1306712;122562;90000;41;
198;33024;7;1019608;1249652;230044;90000;42;
434;33056;8;1125679;1335458;209779;90000;43;
494;33042;7;987151;1175284;188133;90000;44;
427;33095;8;956020;1213379;257359;90000;45;
236;33089;8;1158765;1262574;103809;90000;46;
710;33290;8;1096832;1372557;275725;90000;47;
626;33237;9;1318595;1348082;29487;90000;48;
159;33164;8;1187243;1371928;184685;90000;49;
635;33576;7;1256786;1288888;32102;91000;0;
96;33560;9;1067110;1201998;134888;91000;1;
452;33435;7;1495135;1504225;9090;91000;2;
504;33352;7;1147141;1323566;176425;91000;3;
132;33528;7;1090635;1666500;575865;91000;4;
615;33526;8;1137965;1445731;307766;91000;5;
254;33601;7;1042166;1264728;222562;91000;6;
431;33401;8;1162361;1373894;211533;91000;7;
262;33298;8;1348054;1430835;82781;91000;8;
195;33613;7;1096327;1299418;203091;91000;9;
453;33448;7;1035379;1248376;212997;91000;10;
449;33619;8;1324933;1393162;68229;91000;11;
377;33409;7;1080647;1142544;61897;91000;12;
839;33385;8;1040749;1669583;628834;91000;13;
95;33626;8;1016656;1291274;274618;91000;14;
226;33625;8;980811;1215177;234366;91000;15;
113;33441;9;1082567;1540866;458299;91000;16;
307;33428;7;1267022;1383023;116001;91000;17;
93;33535;7;1025932;1356918;330986;91000;18;
60;33581;9;1176517;1276368;99851;91000;19;
259;33553;9;1080175;1344068;263893;91000;20;
182;33386;8;1297550;1402671;105121;91000;21;
246;33459;7;957849;1323154;365305;91000;22;
538;33510;8;1003477;1360306;356829;91000;23;
285;33436;7;1105630;1374973;269343;91000;24;
608;33487;8;1089138;1175436;86298;91000;25;
726;33342;7;1040779;1242710;201931;91000;26;
428;33420;8;1152267;1288657;136390;91000;27;
694;33443;9;1237125;1299886;62761;91000;28;
306;33383;7;1072924;1228096;155172;91000;29;
1051;33359;7;999176;1198176;199000;91000;30;
502;33588;8;1109314;1392112;282798;91000;31;
259;33351;8;1055730;1253502;197772;91000;32;
351;33426;7;969380;1209758;240378;91000;33;
574;33394;7;891997;1195685;303688;91000;34;
304;33474;7;972704;1227276;254572;91000;35;
81;33448;9;1016868;1545479;528611;91000;36;
198;33574;8;1234450;1307027;72577;91000;37;
215;33520;7;1259214;1646111;386897;91000;38;
288;33492;7;1384321;1580744;196423;91000;39;
267;33494;8;1194779;1349197;154418;91000;40;
315;33292;8;1409870;1509571;99701;91000;41;
193;33412;8;903956;1366256;462300;91000;42;
482;33408;8;945998;1213964;267966;91000;43;
561;33382;8;1056982;1713634;656652;91000;44;
463;33570;8;1210642;1262739;52097;91000;45;
556;33497;8;1082628;1388512;305884;91000;46;
120;33613;7;1157348;1256772;99424;91000;47;
217;33402;8;988747;1618904;630157;91000;48;
130;33416;8;990477;1264965;274488;91000;49;
644;33829;8;1364946;1458144;93198;92000;0;
412;33903;7;1282997;1418600;135603;92000;1;
446;33779;9;1058745;1546344;487599;92000;2;
267;34050;8;1162063;1427646;265583;92000;3;
599;33820;7;970932;1219097;248165;92000;4;
319;33884;8;1092316;1240999;148683;92000;5;
473;33885;8;1355600;1437384;81784;92000;6;
243;33916;8;1088677;1209793;121116;92000;7;
138;33815;7;1051494;1399699;348205;92000;8;
344;33692;8;921654;1356669;435015;92000;9;
449;33825;9;1080740;1463232;382492;92000;10;
242;33832;8;1234303;1297289;62986;92000;11;
378;33910;8;1427820;1560548;132728;92000;12;
181;33961;8;1406141;1407048;907;92000;13;
418;33793;7;944809;1184937;240128;92000;14;
665;33782;9;1348658;1356072;7414;92000;15;
570;33867;8;1125120;1349666;224546;92000;16;
138;33814;7;1026674;1314292;287618;92000;17;
483;33895;8;1064131;1364332;300201;92000;18;
550;33797;8;1082536;1530931;448395;92000;19;
88;33684;8;1079704;1491643;411939;92000;20;
176;33921;7;1122477;1213614;91137;92000;21;
197;33719;8;1205559;1387123;181564;92000;22;
508;33887;9;1024794;1531896;507102;92000;23;
607;33746;7;1088865;1432290;343425;92000;24;
251;33869;7;1028799;1171150;142351;92000;25;
117;33928;8;1191307;1322440;131133;92000;26;
266;33962;7;1058171;1274699;216528;92000;27;
504;34005;7;1344565;1470329;125764;92000;28;
372;33775;9;1127575;1309647;182072;92000;29;
585;33862;8;1108592;1285101;176509;92000;30;
151;33652;10;1235078;1288802;53724;92000;31;
341;33674;8;1191871;1321438;129567;92000;32;
575;33912;7;1059732;1269725;209993;92000;33;
134;34046;8;1290678;1393014;102336;92000;34;
625;33845;8;1072353;1528637;456284;92000;35;
557;33710;8;1153460;1381471;228011;92000;36;
555;33834;7;1175442;1403377;227935;92000;37;
210;33777;8;1246039;1340665;94626;92000;38;
474;33774;9;1539218;1716027;176809;92000;39;
254;33934;9;1017374;1655086;637712;92000;40;
342;33983;7;1165313;1238522;73209;92000;41;
117;33836;9;1100771;1229688;128917;92000;42;
299;34003;8;1135206;1208040;72834;92000;43;
432;33793;7;1052618;1523808;471190;92000;44;
587;33877;7;1154376;1265648;111272;92000;45;
607;33891;8;1356360;1376910;20550;92000;46;
432;33874;8;1046438;1345139;298701;92000;47;
220;33938;8;1152557;1250940;98383;92000;48;
209;33789;8;992015;1258734;266719;92000;49;
541;34104;8;1256851;1392495;135644;93000;0;
114;34039;7;1011936;1289821;277885;93000;1;
532;34202;8;973227;1268331;295104;93000;2;
662;34053;8;1004404;1223562;219158;93000;3;
287;34046;8;942648;1311736;369088;93000;4;
807;34131;7;1135097;1397865;262768;93000;5;
260;34238;7;1082383;1268838;186455;93000;6;
523;34333;8;1174792;1241076;66284;93000;7;
327;34286;7;965388;1479017;513629;93000;8;
378;34259;8;1090137;1276455;186318;93000;9;
510;34157;8;935030;1184465;249435;93000;10;
75;34089;8;1103443;1324165;220722;93000;11;
171;34116;8;1029494;1432547;403053;93000;12;
604;34189;8;1241730;1356169;114439;93000;13;
265;34138;8;1184341;1679561;495220;93000;14;
699;34194;9;1134592;1376337;241745;93000;15;
103;34288;8;1039610;1276431;236821;93000;16;
225;34347;8;1080940;1259641;178701;93000;17;
867;34189;7;1059399;1438364;378965;93000;18;
158;34138;8;1221643;1265833;44190;93000;19;
420;34327;7;1224488;1446899;222411;93000;20;
487;34267;8;1144220;1624362;480142;93000;21;
22;34256;8;1088096;1210455;122359;93000;22;
270;34280;8;1144579;1295597;151018;93000;23;
368;34155;8;1315326;1456804;141478;93000;24;
374;34298;7;1305945;1596348;290403;93000;25;
473;34146;7;1005346;1248331;242985;93000;26;
304;34259;8;1030746;1239625;208879;93000;27;
204;34269;8;1020716;1265176;244460;93000;28;
240;34133;7;1105446;1294700;189254;93000;29;
126;34224;7;983525;1603844;620319;93000;30;
127;34085;7;1124996;1470803;345807;93000;31;
668;34032;8;951511;1224189;272678;93000;32;
131;34555;8;1073203;1431335;358132;93000;33;
395;34319;7;1304399;1572163;267764;93000;34;
422;34352;8;1118714;1182934;64220;93000;35;
446;34257;9;1185110;1740222;555112;93000;36;
451;34195;8;1056645;1240990;184345;93000;37;
195;34279;8;983124;1343410;360286;93000;38;
44;34167;8;1075818;1424192;348374;93000;39;
510;34352;8;1075157;1331573;256416;93000;40;
298;34214;8;1054813;1259443;204630;93000;41;
201;34179;8;1105611;1328787;223176;93000;42;
620;34208;7;987793;1500532;512739;93000;43;
477;34204;7;985209;1222035;236826;93000;44;
282;34331;7;948900;1477883;528983;93000;45;
229;34240;8;989024;1259305;270281;93000;46;
472;34077;7;1100942;1350123;249181;93000;47;
117;34192;7;1024385;1168074;143689;93000;48;
560;34269;8;1115393;1861855;746462;93000;49;
374;34637;8;974095;1284725;310630;94000;0;
432;34616;8;949918;1570532;620614;94000;1;
223;34610;8;1197521;1454898;257377;94000;2;
1163;34524;8;1268402;1408231;139829;94000;3;
144;34556;7;1300417;1684210;383793;94000;4;
227;34503;7;1077350;1592193;514843;94000;5;
652;34628;7;1261994;1391858;129864;94000;6;
161;34579;7;1132025;1435204;303179;94000;7;
524;34662;7;1008668;1390814;382146;94000;8;
649;34561;8;1004339;1227409;223070;94000;9;
332;34647;7;1094510;1270509;175999;94000;10;
168;34659;8;1148485;1288298;139813;94000;11;
522;34786;8;1192765;1368419;175654;94000;12;
272;34494;7;1056262;1507975;451713;94000;13;
243;34466;8;906211;1307177;400966;94000;14;
610;34523;8;1111939;1677535;565596;94000;15;
455;34480;7;1159713;1490668;330955;94000;16;
463;34680;8;1309388;1394594;85206;94000;17;
413;34552;7;1154452;1360912;206460;94000;18;
452;34624;8;988446;1390859;402413;94000;19;
577;34380;8;1064927;1432482;367555;94000;20;
347;34494;8;1070975;1289973;218998;94000;21;
249;34646;8;1095055;1549821;454766;94000;22;
639;34503;8;1171539;1293909;122370;94000;23;
224;34489;9;1216193;1355275;139082;94000;24;
201;34728;7;942031;1257821;315790;94000;25;
78;34611;7;1057318;1265340;208022;94000;26;
611;34643;8;1271007;1468139;197132;94000;27;
267;34536;8;1482087;1521106;39019;94000;28;
386;34335;8;956774;1292462;335688;94000;29;
340;34512;7;1283188;1673784;390596;94000;30;
459;34764;8;1076870;1314396;237526;94000;31;
511;34604;7;1148996;1292877;143881;94000;32;
714;34372;7;1170052;1408718;238666;94000;33;
384;34434;8;1147222;1354791;207569;94000;34;
337;34468;8;1008605;1175572;166967;94000;35;
866;34543;7;1080420;1189838;109418;94000;36;
98;34701;7;1269703;1382001;112298;94000;37;
507;34657;7;1132623;1428600;295977;94000;38;
95;34378;8;1029421;1225132;195711;94000;39;
200;34439;8;1129709;1551065;421356;94000;40;
877;34663;10;1220754;1307986;87232;94000;41;
610;34515;7;1131561;1220907;89346;94000;42;
522;34713;8;1248846;1304610;55764;94000;43;
334;34643;7;1220881;1500227;279346;94000;44;
535;34489;9;1392026;1530238;138212;94000;45;
486;34516;8;1089837;1286995;197158;94000;46;
341;34443;8;1034518;1298871;264353;94000;47;
425;34359;7;1303250;1476606;173356;94000;48;
450;34411;7;1035115;1347682;312567;94000;49;
117;35026;8;1090476;1457635;367159;95000;0;
596;35014;9;1235379;1320915;85536;95000;1;
288;34882;8;1090197;1438683;348486;95000;2;
394;34822;8;1155717;1350118;194401;95000;3;
510;34985;8;1266929;1382158;115229;95000;4;
777;34785;7;1285352;1333134;47782;95000;5;
684;35003;8;1189331;1355108;165777;95000;6;
201;34910;7;1204966;1341640;136674;95000;7;
395;34764;8;1185994;1352322;166328;95000;8;
698;35031;7;1216992;1360955;143963;95000;9;
478;34907;8;999974;1448423;448449;95000;10;
410;35069;7;1188573;1553315;364742;95000;11;
605;35200;8;1035878;1259261;223383;95000;12;
315;35036;8;1104866;1512212;407346;95000;13;
69;34902;8;1177476;1325484;148008;95000;14;
961;34893;7;1250374;1428013;177639;95000;15;
645;34995;7;1050387;1350945;300558;95000;16;
508;34894;7;1340524;1371749;31225;95000;17;
396;34959;8;1241573;1399248;157675;95000;18;
660;34798;7;1212405;1320082;107677;95000;19;
437;34937;8;1089681;1265359;175678;95000;20;
477;35025;7;1012071;1433621;421550;95000;21;
375;35008;8;1177921;1468762;290841;95000;22;
481;35118;8;997426;1473033;475607;95000;23;
188;35025;7;1170565;1717575;547010;95000;24;
433;34949;7;1039313;1593090;553777;95000;25;
371;34808;7;1083164;1436734;353570;95000;26;
236;34917;7;1023413;1249664;226251;95000;27;
516;34917;7;1265452;1413068;147616;95000;28;
236;35019;8;1260798;1345196;84398;95000;29;
388;34879;8;1029381;1291885;262504;95000;30;
274;35013;9;1199750;1474601;274851;95000;31;
606;35001;7;1046274;1357468;311194;95000;32;
479;34854;7;1177449;1496839;319390;95000;33;
67;35081;8;990590;1387880;397290;95000;34;
426;34873;7;1158264;1564078;405814;95000;35;
207;34938;7;1105654;1327268;221614;95000;36;
427;35018;7;988160;1263265;275105;95000;37;
399;34882;9;1108294;1282407;174113;95000;38;
300;34989;7;1102584;1365783;263199;95000;39;
193;35105;7;1284542;1455116;170574;95000;40;
435;34939;8;1030429;1431328;400899;95000;41;
345;34870;8;919925;1364432;444507;95000;42;
229;34850;7;1241631;1430965;189334;95000;43;
270;34975;8;1095130;1543212;448082;95000;44;
264;34905;7;1266273;1412018;145745;95000;45;
669;34953;7;1265391;1451322;185931;95000;46;
596;35016;8;1012714;1410334;397620;95000;47;
501;34945;8;1143057;1481513;338456;95000;48;
584;35044;8;1327935;1364528;36593;95000;49;
76;35340;9;1107010;1520708;413698;96000;0;
362;35332;8;1030638;1443638;413000;96000;1;
189;35288;7;1052277;1330038;277761;96000;2;
635;35233;8;1182201;1472194;289993;96000;3;
393;35264;8;1174336;1255761;81425;96000;4;
416;35383;8;1045838;1469078;423240;96000;5;
610;35187;8;1041389;1322138;280749;96000;6;
598;35314;7;1185105;1429919;244814;96000;7;
163;35341;7;1017971;1377291;359320;96000;8;
401;35296;7;1101184;1380186;279002;96000;9;
619;35378;9;1187415;1283684;96269;96000;10;
520;35282;7;1304818;1478511;173693;96000;11;
29;35403;8;1131435;1367047;235612;96000;12;
259;35343;7;1254783;1568047;313264;96000;13;
543;35253;7;1091392;1272184;180792;96000;14;
139;35342;8;1364085;1399331;35246;96000;15;
837;35418;8;1283736;1525227;241491;96000;16;
564;35325;8;1193595;1488238;294643;96000;17;
190;35212;8;1058845;1426391;367546;96000;18;
392;35311;7;1196028;1304005;107977;96000;19;
604;35392;8;1219465;1615424;395959;96000;20;
306;35351;8;1156463;1443255;286792;96000;21;
265;35389;8;1276122;1379533;103411;96000;22;
585;35409;7;1100552;1383039;282487;96000;23;
379;35398;7;965583;1407154;441571;96000;24;
78;35163;7;1107282;1504231;396949;96000;25;
133;35356;7;1096447;1617006;520559;96000;26;
98;35472;7;1141074;1318533;177459;96000;27;
604;35271;10;1285482;1608481;322999;96000;28;
110;35300;8;1107909;1650787;542878;96000;29;
517;35254;8;1109329;1377431;268102;96000;30;
140;35365;7;1010010;1412371;402361;96000;31;
122;35308;7;1235501;1426109;190608;96000;32;
189;35496;8;1198647;1556666;358019;96000;33;
286;35354;8;1134171;1231949;97778;96000;34;
661;35232;8;1060728;1392799;332071;96000;35;
489;35306;7;1094462;1390297;295835;96000;36;
81;35276;9;1099064;1381861;282797;96000;37;
578;35371;8;1495024;1550748;55724;96000;38;
407;35352;8;1196212;1395073;198861;96000;39;
269;35367;8;1344395;1439835;95440;96000;40;
146;35338;9;1202922;1450622;247700;96000;41;
288;35285;9;1065373;1352701;287328;96000;42;
77;35215;7;1309870;1357510;47640;96000;43;
467;35275;7;1132123;1438338;306215;96000;44;
1006;35245;8;1090624;1379489;288865;96000;45;
761;35273;7;1277935;1336477;58542;96000;46;
306;35378;7;1124798;1370150;245352;96000;47;
197;35265;7;1109756;1366121;256365;96000;48;
84;35225;7;1151104;1493778;342674;96000;49;
367;35574;7;1179045;1303354;124309;97000;0;
421;35764;8;1040604;1253197;212593;97000;1;
573;35768;8;1203143;1580409;377266;97000;2;
728;35687;7;1303488;1399240;95752;97000;3;
352;35756;7;1118590;1403641;285051;97000;4;
248;35430;8;1631718;1748842;117124;97000;5;
701;35654;7;1649069;1691016;41947;97000;6;
221;35525;7;1322869;1491124;168255;97000;7;
515;35737;8;1166087;1357871;191784;97000;8;
146;35678;8;1043692;1410866;367174;97000;9;
187;35579;7;1231730;1257567;25837;97000;10;
375;35723;7;1425603;1698289;272686;97000;11;
610;35606;9;1310269;1418070;107801;97000;12;
516;35767;8;1232327;1470494;238167;97000;13;
181;35629;7;1032167;1290008;257841;97000;14;
540;35724;8;1334325;1528318;193993;97000;15;
447;35721;7;1168318;1457472;289154;97000;16;
189;35605;8;1204230;1499392;295162;97000;17;
249;35709;8;1269336;1342571;73235;97000;18;
